Date,Year,Decade,Country,Magnitude,Depth_km,Deaths,Population_Density,Urbanization_Rate,Lat,Long
1900-05-11,1900.0,1900.0,Japan,7.0,5.0,,,,38.7,141.1
1900-07-12,1900.0,1900.0,Turkey,5.9,,140.0,,,40.3,43.1
1900-10-29,1900.0,1900.0,Venezuela,7.7,0.0,,,,11.0,-66.0
1901-02-15,1901.0,1900.0,China,6.5,0.0,,,,26.0,100.1
1901-03-31,1901.0,1900.0,Bulgaria,6.4,,4.0,,,43.4,28.7
1901-08-09,1901.0,1900.0,Japan,7.2,35.0,,,,40.5,142.5
1901-11-15,1901.0,1900.0,New Zealand,6.8,0.0,1.0,,,-43.0,173.0
1902-01-30,1902.0,1900.0,Japan,6.9,35.0,1.0,,,40.5,141.3
1902-02-13,1902.0,1900.0,Azerbaijan,6.9,15.0,86.0,,,40.7,48.6
1902-03-09,1902.0,1900.0,Turkey,5.5,,4.0,,,40.7,33.6
1902-04-19,1902.0,1900.0,Guatemala,7.5,0.0,2000.0,,,14.0,-91.0
1902-07-03,1902.0,1900.0,China,6.7,20.0,,,,43.2,129.6
1902-08-22,1902.0,1900.0,China,7.7,0.0,5650.0,,,40.0,77.0
,,,Australia,6.0,2.0,2.0,,,-35.0,138.0
1902-12-16,1902.0,1900.0,Uzbekistan,6.4,9.0,4725.0,,,40.8,72.3
1903-03-29,1903.0,1900.0,Palestine,5.7,,20.0,,,32.2,35.3
,,,Turkey,7.0,,3500.0,,,39.14,42.65
1903-05-28,1903.0,1900.0,Turkey,5.8,,1000.0,,,40.9,42.7
1903-08-11,1903.0,1900.0,Greece,8.3,80.0,2.0,,,36.36,22.97
1903-09-25,1903.0,1900.0,Iran,6.5,,200.0,,,35.2,58.2
1904-04-24,1904.0,1900.0,Taiwan,6.0,,3.0,,,23.5,120.5
1904-08-11,1904.0,1900.0,Greece,6.2,10.0,4.0,,,37.75,27.0
1904-08-30,1904.0,1900.0,China,6.8,0.0,565.0,,,30.0,101.0
1904-11-05,1904.0,1900.0,Taiwan,6.3,,145.0,,,23.5,120.3
1905-04-04,1905.0,1900.0,India,7.8,0.0,20000.0,,,33.0,76.0
1905-06-01,1905.0,1900.0,Albania,6.6,20.0,120.0,,,42.1,19.6
1905-06-02,1905.0,1900.0,Japan,7.0,55.0,11.0,,,34.1,132.5
1905-09-08,1905.0,1900.0,Italy,6.8,0.0,2500.0,,,39.0,16.0
1905-11-08,1905.0,1900.0,Greece,6.8,0.0,,,,40.0,24.0
1906-01-31,1906.0,1900.0,Ecuador,8.8,0.0,1000.0,,,1.0,-81.5
1906-03-16,1906.0,1900.0,Taiwan,6.8,5.0,1258.0,,,23.6,120.4
1906-04-13,1906.0,1900.0,Taiwan,7.1,5.0,15.0,,,23.6,120.4
1906-04-18,1906.0,1900.0,United States,7.8,0.0,2000.0,,,38.0,-123.0
1906-08-17,1906.0,1900.0,Chile,8.2,0.0,20000.0,,,-33.0,-72.0
1906-12-22,1906.0,1900.0,China,7.2,0.0,285.0,,,43.5,85.0
1907-01-04,1907.0,1900.0,Indonesia,7.5,50.0,400.0,,,2.0,94.5
1907-01-14,1907.0,1900.0,Jamaica,6.5,,1000.0,,,18.2,-76.7
1907-04-15,1907.0,1900.0,Mexico,7.9,0.0,28.0,,,17.0,-100.0
1907-04-18,1907.0,1900.0,Philippines,7.1,0.0,2.0,,,14.0,123.0
1907-10-21,1907.0,1900.0,Tajikistan,7.2,0.0,15000.0,,,38.0,69.0
1908-01-11,1908.0,1900.0,Taiwan,6.8,5.0,2.0,,,23.0,121.1
1908-12-28,1908.0,1900.0,Italy,7.2,0.0,82000.0,,,38.0,15.5
1909-01-19,1909.0,1900.0,Turkey,5.8,,8.0,,,38.6,26.9
,,,Iran,7.3,,,,,33.0,50.0
1909-02-09,1909.0,1900.0,Turkey,6.8,60.0,,,,40.0,38.0
1909-04-14,1909.0,1900.0,Taiwan,7.1,5.0,9.0,,,25.0,122.5
1909-04-23,1909.0,1900.0,Portugal,6.6,,30.0,,,38.9,-8.8
1909-05-11,1909.0,1900.0,China,6.5,,19.0,,,24.4,103.0
1909-06-03,1909.0,1900.0,Indonesia,7.2,0.0,200.0,,,-2.0,101.0
,,,France,6.2,,46.0,,,43.7,5.4
1909-08-14,1909.0,1900.0,Japan,6.7,5.0,41.0,,,35.4,136.3
1909-10-20,1909.0,1900.0,Pakistan,7.0,0.0,231.0,,,30.0,68.0
1909-11-10,1909.0,1900.0,Japan,7.5,150.0,2.0,,,32.3,131.1
1910-01-08,1910.0,1910.0,China,6.8,0.0,1.0,,,35.0,122.0
1910-02-18,1910.0,1910.0,Greece,6.9,150.0,6.0,,,36.0,24.5
1910-04-12,1910.0,1910.0,Japan,7.6,200.0,20.0,,,25.0,123.0
1910-06-24,1910.0,1910.0,Algeria,6.4,33.0,81.0,,,36.1,3.4
1911-01-03,1911.0,1910.0,Kazakhstan,7.8,0.0,450.0,,,43.5,77.5
1911-02-18,1911.0,1910.0,Kyrgyzstan,7.2,0.0,90.0,,,40.0,73.0
1911-04-18,1911.0,1910.0,Iran,6.7,50.0,700.0,,,32.0,56.0
1911-06-07,1911.0,1910.0,Mexico,7.6,0.0,1300.0,,,17.5,-102.5
1911-06-15,1911.0,1910.0,Japan,8.1,90.0,12.0,,,28.0,130.0
1912-01-24,1912.0,1910.0,Greece,6.8,60.0,,,,38.0,20.5
1912-05-06,1912.0,1910.0,Iceland,7.0,0.0,1.0,,,64.0,-20.0
1912-05-23,1912.0,1910.0,Myanmar,7.7,0.0,,,,21.0,97.0
1912-08-09,1912.0,1910.0,Turkey,7.6,0.0,2836.0,,,40.5,27.0
1912-11-19,1912.0,1910.0,Mexico,6.7,15.0,,,,19.83,-99.92
1913-03-14,1913.0,1910.0,Indonesia,7.9,0.0,,,,4.5,126.5
1913-06-14,1913.0,1910.0,Bulgaria,6.8,0.0,500.0,,,43.5,25.5
1913-08-06,1913.0,1910.0,Peru,7.8,0.0,,,,-17.0,-74.0
1913-11-04,1913.0,1910.0,Peru,6.3,10.0,150.0,,,-14.2,-72.9
1913-12-21,1913.0,1910.0,China,7.2,0.0,1314.0,,,24.5,102.0
1914-01-12,1914.0,1910.0,Japan,6.7,5.0,35.0,,,31.6,130.6
1914-03-14,1914.0,1910.0,Japan,7.0,5.0,94.0,,,39.5,140.4
1914-05-08,1914.0,1910.0,Italy,4.9,,69.0,,,37.7,15.2
1914-05-26,1914.0,1910.0,Indonesia,7.9,0.0,,,,-2.0,137.0
1914-06-25,1914.0,1910.0,Indonesia,7.6,0.0,20.0,,,-4.5,102.5
1914-08-04,1914.0,1910.0,China,7.2,0.0,,,,43.5,91.5
1914-10-03,1914.0,1910.0,Turkey,7.1,0.0,4000.0,,,37.5,32.5
1915-01-13,1915.0,1910.0,Italy,6.9,0.0,32610.0,,,42.0,13.5
1915-03-17,1915.0,1910.0,Japan,7.2,35.0,2.0,,,42.1,143.6
1915-06-23,1915.0,1910.0,United States,6.2,,6.0,,,32.8,-115.5
1915-09-07,1915.0,1910.0,El Salvador,7.4,80.0,7.0,,,14.0,-89.0
1915-12-03,1915.0,1910.0,China,7.0,0.0,170.0,,,29.5,91.5
1916-08-28,1916.0,1910.0,Taiwan,7.2,5.0,16.0,,,23.9,120.5
1916-11-14,1916.0,1910.0,Taiwan,6.0,,1.0,,,24.0,121.0
1917-01-04,1917.0,1910.0,Taiwan,6.5,0.0,54.0,,,21.9,120.9
1917-01-21,1917.0,1910.0,Indonesia,6.6,,15000.0,,,-7.0,116.0
1917-01-24,1917.0,1910.0,China,6.5,0.0,,,,31.0,114.0
1917-01-31,1917.0,1910.0,Philippines,6.4,,7.0,,,6.0,125.0
1917-07-30,1917.0,1910.0,China,7.3,0.0,1879.0,,,29.0,104.0
1917-08-31,1917.0,1910.0,Colombia,7.1,0.0,,,,4.0,-74.0
1918-02-13,1918.0,1910.0,China,7.2,15.0,10000.0,,,23.54,117.243
1918-04-21,1918.0,1910.0,United States,6.8,15.0,1.0,,,33.812,-117.44
1918-08-15,1918.0,1910.0,Philippines,8.2,35.0,100.0,,,5.653,123.563
1918-09-07,1918.0,1910.0,Russia,7.6,242.4,24.0,,,46.812,150.253
1918-10-11,1918.0,1910.0,Puerto Rico,7.3,35.0,116.0,,,18.473,-67.631
1919-05-06,1919.0,1910.0,Papua New Guinea,7.6,232.8,,,,-5.477,152.629
1920-06-05,1920.0,1920.0,Taiwan,7.9,35.0,5.0,,,23.813,122.08
1920-01-04,1920.0,1920.0,Mexico,6.2,15.0,,,,19.27,-97.08
1920-02-20,1920.0,1920.0,Georgia,6.2,11.0,130.0,,,42.0,44.1
1920-09-07,1920.0,1920.0,Italy,5.8,10.0,171.0,,,44.3,10.3
1920-12-16,1920.0,1920.0,China,8.6,25.0,273407.0,,,36.601,105.317
1920-12-17,1920.0,1920.0,Argentina,6.0,10.0,400.0,,,-32.7,-68.4
,,,Eritrea,6.1,,,,,15.61,39.445
1921-11-11,1921.0,1920.0,Philippines,7.3,35.0,600.0,,,7.897,127.257
1922-04-26,1922.0,1920.0,Japan,6.8,35.0,2.0,,,35.2,139.8
1922-09-01,1922.0,1920.0,Taiwan,7.5,35.0,5.0,,,24.506,122.04
1922-10-14,1922.0,1920.0,Taiwan,6.9,35.0,6.0,,,24.5,122.0
1922-11-11,1922.0,1920.0,Chile,8.7,35.0,1000.0,,,-28.553,-70.755
1922-12-07,1922.0,1920.0,Japan,6.9,5.0,26.0,,,32.7,130.1
1922-12-08,1922.0,1920.0,Japan,6.5,5.0,,,,32.7,130.1
1923-02-03,1923.0,1920.0,Russia,8.5,35.0,,,,53.853,160.761
1923-03-24,1923.0,1920.0,China,7.2,25.0,5000.0,,,30.553,101.258
1923-04-13,1923.0,1920.0,Russia,7.1,35.0,18.0,,,55.415,162.585
1923-05-25,1923.0,1920.0,Iran,5.7,,2219.0,,,35.2,59.2
1923-09-01,1923.0,1920.0,Japan,7.9,35.0,143000.0,,,35.405,139.084
1923-09-09,1923.0,1920.0,Bangladesh,7.1,35.0,50.0,,,24.943,90.32
1923-09-17,1923.0,1920.0,Iran,6.4,,157.0,,,37.2,57.7
1923-09-22,1923.0,1920.0,Iran,6.9,35.0,290.0,,,29.12,56.928
1923-12-14,1923.0,1920.0,Colombia,5.3,,300.0,,,1.0,-77.5
1924-01-14,1924.0,1920.0,Japan,7.3,5.0,19.0,,,35.5,139.2
1924-03-03,1924.0,1920.0,Ecuador,6.9,,40.0,,,-1.6,-78.6
1924-04-14,1924.0,1920.0,Philippines,8.3,33.0,,,,7.023,125.954
1924-07-03,1924.0,1920.0,China,7.1,35.0,255.0,,,36.632,83.903
1924-07-12,1924.0,1920.0,Kyrgyzstan,6.8,25.0,41.0,,,40.565,73.397
1924-09-13,1924.0,1920.0,Turkey,6.8,35.0,30.0,,,39.864,41.876
1925-03-16,1925.0,1920.0,China,7.0,25.0,5808.0,,,25.688,100.494
1925-05-23,1925.0,1920.0,Japan,6.8,5.0,428.0,,,35.6,134.8
1925-06-29,1925.0,1920.0,United States,6.2,,13.0,,,34.5,-119.6
1925-12-14,1925.0,1920.0,Iran,5.5,,500.0,,,34.6,58.1
1925-12-18,1925.0,1920.0,Iran,5.5,,2.0,,,28.5,51.2
1926-03-18,1926.0,1920.0,Turkey,6.9,35.0,,,,35.787,29.246
1926-06-26,1926.0,1920.0,Greece,7.7,101.8,110.0,,,36.605,26.888
1926-06-28,1926.0,1920.0,Indonesia,6.8,35.0,222.0,,,-0.051,101.522
1926-10-22,1926.0,1920.0,Turkey,5.7,7.0,370.0,,,40.7,43.7
1926-11-05,1926.0,1920.0,Nicaragua,7.1,35.0,,,,12.67,-86.736
1927-03-07,1927.0,1920.0,Japan,7.6,9.6,2925.0,,,35.802,134.924
1927-03-20,1927.0,1920.0,China,5.0,,7.0,,,24.1,102.0
1927-04-14,1927.0,1920.0,Argentina,7.2,35.0,8.0,,,-32.477,-69.675
1927-05-22,1927.0,1920.0,China,7.9,25.0,200000.0,,,37.386,102.311
1927-07-11,1927.0,1920.0,"Palestine, Jordan",6.3,33.0,361.0,,,32.0,35.5
1927-08-24,1927.0,1920.0,Taiwan,6.8,35.0,11.0,,,23.118,120.237
1928-03-22,1928.0,1920.0,Mexico,7.5,35.0,,,,16.127,-96.505
1928-03-31,1928.0,1920.0,Turkey,6.5,,170.0,,,38.1,27.1
1928-04-09,1928.0,1920.0,Peru,6.8,35.0,10.0,,,-13.731,-70.628
1928-04-14,1928.0,1920.0,Bulgaria,6.8,15.0,107.0,,,42.402,25.667
1928-04-18,1928.0,1920.0,Bulgaria,6.8,15.0,103.0,,,42.386,25.087
1928-05-14,1928.0,1920.0,Peru,7.2,35.0,29.0,,,-5.261,-78.559
1928-08-21,1928.0,1920.0,Iran,5.4,9.0,10.0,,,37.3,57.9
1928-12-01,1928.0,1920.0,Chile,7.7,35.0,225.0,,,-35.086,-71.683
1928-12-19,1928.0,1920.0,Philippines,7.3,35.0,93.0,,,6.977,124.856
1929-01-17,1929.0,1920.0,Venezuela,6.9,35.0,,,,9.499,-64.381
1929-05-01,1929.0,1920.0,Turkmenistan,7.1,25.0,3300.0,,,37.957,57.693
1929-05-18,1929.0,1920.0,Turkey,6.5,10.0,64.0,,,40.2,37.9
1929-05-30,1929.0,1920.0,Argentina,6.8,35.0,52.0,,,-34.768,-67.598
1929-06-16,1929.0,1920.0,New Zealand,7.5,35.0,17.0,,,-41.831,172.292
1929-07-13,1929.0,1920.0,Iran,5.8,57.0,5.0,,,37.5,58.0
1929-10-19,1929.0,1920.0,Chile,7.4,35.0,,,,-23.038,-68.737
1929-11-18,1929.0,1920.0,Saint Pierre And Miquelon,7.3,15.0,52.0,,,44.539,-56.008
1930-05-05,1930.0,1930.0,Myanmar,7.2,35.0,550.0,,,17.665,96.543
1930-05-06,1930.0,1930.0,Iran,7.1,25.0,2514.0,,,38.152,44.685
1930-05-14,1930.0,1930.0,China,6.0,,42.0,,,26.8,103.0
1930-07-23,1930.0,1930.0,Italy,6.6,,1404.0,,,41.05,15.367
1930-10-30,1930.0,1930.0,Italy,6.0,,18.0,,,43.75,13.5
1930-11-21,1930.0,1930.0,Albania,6.0,12.0,35.0,,,40.5,19.5
1930-11-25,1930.0,1930.0,Japan,6.9,35.0,272.0,,,34.977,139.103
1930-12-02,1930.0,1930.0,Albania,5.0,4.0,25.0,,,40.3,19.6
1930-12-03,1930.0,1930.0,Myanmar,7.3,35.0,36.0,,,17.972,96.422
1930-12-08,1930.0,1930.0,Taiwan,6.3,,4.0,,,23.2,120.6
1930-12-24,1930.0,1930.0,Argentina,6.0,30.0,36.0,,,-24.7,-66.3
1930-12-25,1930.0,1930.0,Japan,7.0,5.0,272.0,,,35.1,133.0
1931-01-15,1931.0,1930.0,Mexico,7.8,35.0,68.0,,,16.053,-96.614
1931-02-02,1931.0,1930.0,New Zealand,7.7,35.0,256.0,,,-39.772,176.025
1931-02-10,1931.0,1930.0,Indonesia,7.1,35.0,18.0,,,-5.433,102.458
1931-03-08,1931.0,1930.0,Kingdom Of Yugoslavia,6.8,25.0,35.0,,,41.337,22.666
1931-03-31,1931.0,1930.0,Nicaragua,5.6,,1000.0,,,13.2,-85.7
1931-04-27,1931.0,1930.0,Armenia,6.3,22.0,390.0,,,39.2,46.0
1931-06-07,1931.0,1930.0,England,6.1,,1.0,,,54.08,1.5
1931-08-10,1931.0,1930.0,China,7.9,35.0,10000.0,,,46.571,89.965
1931-08-27,1931.0,1930.0,Pakistan,7.1,35.0,200.0,,,29.473,67.172
1931-09-21,1931.0,1930.0,Japan,6.8,35.0,16.0,,,36.021,139.381
1931-10-03,1931.0,1930.0,Solomon Islands,7.8,35.0,50.0,,,-10.932,161.016
1931-11-02,1931.0,1930.0,Japan,7.5,42.2,1.0,,,32.003,131.945
1932-02-03,1932.0,1930.0,Cuba,6.8,25.0,8.0,,,19.77,-75.85
1932-03-14,1932.0,1930.0,Venezuela,6.8,35.0,6.0,,,8.149,-71.974
1932-04-06,1932.0,1930.0,China,6.0,15.0,6.0,,,31.4,115.0
1932-05-14,1932.0,1930.0,Indonesia,8.1,35.0,6.0,,,0.258,126.169
1932-05-21,1932.0,1930.0,Nicaragua,6.9,35.0,10.0,,,12.364,-87.894
1932-06-03,1932.0,1930.0,Mexico,7.9,25.0,60.0,,,19.457,-104.146
1932-06-18,1932.0,1930.0,Mexico,7.9,54.3,52.0,,,19.452,-103.632
1932-06-22,1932.0,1930.0,Mexico,6.9,25.0,75.0,,,19.028,-104.379
1932-09-26,1932.0,1930.0,Greece,6.9,35.0,491.0,,,40.333,23.732
1932-12-25,1932.0,1930.0,China,7.6,25.0,275.0,,,39.771,96.69
1933-03-02,1933.0,1930.0,Japan,8.4,35.0,3064.0,,,39.224,144.622
1933-03-11,1933.0,1930.0,United States,6.4,,120.0,,,33.63,-118.0
1933-04-23,1933.0,1930.0,Greece,6.8,35.0,74.0,,,36.516,27.15
1933-06-24,1933.0,1930.0,Indonesia,7.3,35.0,76.0,,,-5.522,104.434
1933-08-25,1933.0,1930.0,China,7.3,25.0,6865.0,,,31.81,103.541
1933-11-28,1933.0,1930.0,Iran,6.3,27.0,4.0,,,32.1,56.0
1934-01-12,1934.0,1930.0,China,6.0,,1.0,,,23.7,102.7
1934-01-15,1934.0,1930.0,Nepal,8.1,35.0,10700.0,,,26.773,86.762
1935-01-04,1935.0,1930.0,Turkey,6.2,7.0,5.0,,,40.5,27.5
1935-02-25,1935.0,1930.0,Greece,6.8,35.0,,,,36.084,24.703
1935-03-05,1935.0,1930.0,Iran,6.0,,60.0,,,36.3,53.3
1935-04-11,1935.0,1930.0,Iran,6.8,35.0,500.0,,,36.432,53.621
1935-04-20,1935.0,1930.0,Taiwan,7.1,35.0,3410.0,,,24.364,120.613
1935-04-28,1935.0,1930.0,China,6.0,,2.0,,,29.4,102.3
,,,Turkey,6.2,7.0,200.0,,,40.38,43.41
1935-05-30,1935.0,1930.0,Pakistan,8.1,35.0,60000.0,,,28.894,66.176
1935-07-11,1935.0,1930.0,Japan,6.3,10.0,9.0,,,35.0,138.0
1936-01-09,1936.0,1930.0,Colombia,7.0,,250.0,,,1.1,-77.6
1936-02-07,1936.0,1930.0,China,6.8,25.0,42.0,,,35.633,103.265
1936-04-26,1936.0,1930.0,China,6.8,25.0,,,,28.733,103.497
1936-05-16,1936.0,1930.0,China,6.8,25.0,550.0,,,28.675,103.684
1936-08-01,1936.0,1930.0,China,6.0,,144.0,,,34.2,105.7
1936-08-17,1936.0,1930.0,China,5.5,,30.0,,,26.6,103.0
1936-08-23,1936.0,1930.0,Indonesia,7.1,35.0,91.0,,,5.296,94.759
1937-07-26,1937.0,1930.0,Mexico,7.2,35.0,34.0,,,18.523,-95.878
1937-07-31,1937.0,1930.0,China,6.9,25.0,3833.0,,,35.252,115.153
1937-08-20,1937.0,1930.0,Philippines,7.3,35.0,1.0,,,14.318,121.547
1937-12-23,1937.0,1930.0,Mexico,7.4,35.0,4.0,,,17.431,-98.287
1938-04-19,1938.0,1930.0,Turkey,6.8,35.0,155.0,,,39.439,34.015
1938-05-19,1938.0,1930.0,Indonesia,7.5,49.4,8.0,,,-0.366,119.525
1938-11-05,1938.0,1930.0,Japan,7.9,35.0,1.0,,,37.009,142.045
1939-01-25,1939.0,1930.0,Chile,7.7,0.0,30000.0,,,-36.2,-72.2
1939-04-30,1939.0,1930.0,Solomon Islands,7.9,35.0,12.0,,,-9.295,159.234
1939-05-01,1939.0,1930.0,Japan,7.0,35.0,27.0,,,39.839,139.969
1939-06-22,1939.0,1930.0,Ghana,6.4,13.0,22.0,,,5.18,-0.13
1939-09-19,1939.0,1930.0,China,5.5,,1.0,,,24.4,102.5
1939-12-26,1939.0,1930.0,Turkey,7.8,35.0,32968.0,,,39.77,39.533
1940-04-06,1940.0,1940.0,China,6.0,,181.0,,,23.9,102.3
1940-05-07,1940.0,1940.0,Georgia,6.0,19.0,5.0,,,41.7,43.8
1940-05-19,1940.0,1940.0,United States,6.9,15.0,9.0,,,33.222,-115.697
1940-05-24,1940.0,1940.0,Peru,7.5,50.1,250.0,,,-11.119,-77.629
1940-06-19,1940.0,1940.0,China,5.5,,2.0,,,24.4,102.5
1940-08-01,1940.0,1940.0,Japan,7.5,35.0,10.0,,,44.508,139.829
1940-11-10,1940.0,1940.0,Romania,7.3,122.0,1000.0,,,45.773,26.655
1941-01-11,1941.0,1940.0,Yemen,5.9,,1200.0,,,16.4,43.5
1941-02-16,1941.0,1940.0,Iran,6.3,,680.0,,,33.5,58.6
1941-04-15,1941.0,1940.0,Mexico,7.6,35.0,90.0,,,18.677,-102.957
1941-05-05,1941.0,1940.0,China,6.0,,132.0,,,47.0,127.2
1941-05-16,1941.0,1940.0,China,6.9,25.0,16.0,,,23.514,99.408
1941-06-26,1941.0,1940.0,India,7.7,49.1,,,,12.149,92.478
1941-09-10,1941.0,1940.0,Turkey,6.0,28.0,500.0,,,39.5,43.3
1941-10-08,1941.0,1940.0,China,6.0,,139.0,,,31.7,102.3
1941-11-12,1941.0,1940.0,Turkey,5.9,70.0,15.0,,,39.7,39.4
1941-11-18,1941.0,1940.0,Japan,7.7,0.0,2.0,,,32.0,132.0
1941-12-16,1941.0,1940.0,Taiwan,7.1,35.0,357.0,,,23.251,120.391
1941-12-26,1941.0,1940.0,Myanmar,7.0,25.0,,,,21.076,99.145
1942-02-01,1942.0,1940.0,China,6.8,,90.0,,,23.1,100.3
1942-05-14,1942.0,1940.0,Ecuador,7.8,35.0,200.0,,,0.012,-79.902
1942-08-06,1942.0,1940.0,Guatemala,7.7,35.0,38.0,,,13.78,-90.913
1942-08-24,1942.0,1940.0,Peru,7.7,35.0,30.0,,,-14.975,-74.92
1942-08-27,1942.0,1940.0,Albania,6.0,33.0,43.0,,,41.7,20.4
1942-12-20,1942.0,1940.0,Turkey,7.2,35.0,3000.0,,,40.671,36.45
1943-01-20,1943.0,1940.0,Turkey,6.6,,285.0,,,40.8,30.5
1943-02-22,1943.0,1940.0,Mexico,7.4,0.0,11.0,,,17.75,-101.5
1943-04-06,1943.0,1940.0,Chile,8.2,0.0,18.0,,,-30.75,-72.0
1943-06-20,1943.0,1940.0,Turkey,6.2,15.0,336.0,,,40.6,30.5
1943-07-23,1943.0,1940.0,Indonesia,7.6,90.0,213.0,,,-9.5,110.0
1943-09-10,1943.0,1940.0,Japan,7.0,0.0,1083.0,,,35.25,134.0
1943-11-26,1943.0,1940.0,Turkey,7.5,0.0,4020.0,,,41.0,34.0
1943-12-02,1943.0,1940.0,Taiwan,6.5,0.0,3.0,,,22.9,121.5
1944-01-15,1944.0,1940.0,Argentina,7.1,50.0,10000.0,,,-31.25,-68.75
1944-02-01,1944.0,1940.0,Turkey,7.2,0.0,3959.0,,,41.5,32.5
1944-03-09,1944.0,1940.0,China,7.1,0.0,4.0,,,44.0,84.0
1944-04-05,1944.0,1940.0,Iran,4.8,7.0,20.0,,,36.8,54.5
1944-10-06,1944.0,1940.0,Turkey,6.8,,30.0,,,39.4,26.7
1944-12-07,1944.0,1940.0,Japan,8.1,0.0,1251.0,,,33.75,136.0
1945-01-12,1945.0,1940.0,Japan,6.8,0.0,2306.0,,,34.75,136.75
1945-02-10,1945.0,1940.0,Japan,7.1,50.0,2.0,,,41.25,142.5
1945-03-20,1945.0,1940.0,Turkey,6.0,60.0,300.0,,,37.4,35.8
1945-09-13,1945.0,1940.0,Chile,7.0,100.0,4.0,,,-33.25,-70.5
1945-09-23,1945.0,1940.0,China,6.3,,600.0,,,39.5,119.0
1945-11-27,1945.0,1940.0,Pakistan,8.0,0.0,4000.0,,,24.5,63.0
1946-02-12,1946.0,1940.0,Algeria,6.0,,277.0,,,36.0,5.0
1946-02-21,1946.0,1940.0,Turkey,5.6,60.0,12.0,,,38.2,31.8
1946-04-01,1946.0,1940.0,United States,7.3,0.0,173.0,,,52.75,-163.5
1946-05-31,1946.0,1940.0,Turkey,5.9,,1300.0,,,39.3,41.2
1946-06-23,1946.0,1940.0,Canada,7.6,0.0,1.0,,,49.75,-124.5
1946-08-02,1946.0,1940.0,Chile,7.1,50.0,2.0,,,-26.5,-70.5
1946-08-04,1946.0,1940.0,Dominican Republic,7.9,0.0,100.0,,,19.25,-69.0
1946-11-02,1946.0,1940.0,Kyrgyzstan,7.3,0.0,,,,41.5,72.5
1946-11-04,1946.0,1940.0,Turkmenistan,7.1,0.0,400.0,,,39.75,54.5
1946-11-10,1946.0,1940.0,Peru,6.8,0.0,1400.0,,,-8.5,-77.5
1946-12-04,1946.0,1940.0,Taiwan,6.6,0.0,74.0,,,22.5,122.5
1946-12-20,1946.0,1940.0,Japan,8.1,0.0,2000.0,,,32.5,134.5
1947-03-26,1947.0,1940.0,China,5.5,,4.0,,,25.0,102.0
1947-09-23,1947.0,1940.0,Iran,6.8,0.0,500.0,,,33.0,59.0
1947-09-26,1947.0,1940.0,Japan,7.4,110.0,5.0,,,24.75,123.0
1947-10-06,1947.0,1940.0,Greece,6.9,0.0,,,,37.0,22.0
1947-11-01,1947.0,1940.0,Peru,7.7,0.0,233.0,,,-10.5,-75.0
1948-01-24,1948.0,1940.0,Philippines,8.1,0.0,72.0,,,10.5,122.0
1948-05-11,1948.0,1940.0,Peru,7.4,70.0,4.0,,,-17.5,-70.25
1948-05-25,1948.0,1940.0,China,7.2,0.0,737.0,,,29.5,100.5
1948-05-28,1948.0,1940.0,Peru,7.0,60.0,4.0,,,-13.0,-76.5
1948-06-15,1948.0,1940.0,Japan,6.9,0.0,2.0,,,33.75,135.25
1948-06-27,1948.0,1940.0,China,6.8,,280.0,,,26.4,99.7
1948-06-28,1948.0,1940.0,Japan,7.0,0.0,5131.0,,,36.5,136.0
1948-06-30,1948.0,1940.0,Greece,6.4,33.0,6.0,,,38.5,20.5
1948-08-25,1948.0,1940.0,Argentina,6.9,50.0,5.0,,,-24.5,-65.0
1948-10-05,1948.0,1940.0,Turkmenistan,7.2,0.0,110000.0,,,37.5,58.0
1948-10-08,1948.0,1940.0,China,5.8,,9.0,,,27.4,104.0
1948-12-04,1948.0,1940.0,Mexico,6.9,0.0,4.0,,,22.0,-106.5
1949-02-23,1949.0,1940.0,China,7.3,0.0,12.0,,,41.0,83.5
1949-04-13,1949.0,1940.0,United States,6.5,60.0,8.0,,,47.25,-122.5
1949-04-20,1949.0,1940.0,Chile,7.1,70.0,57.0,,,-38.0,-73.5
1949-07-10,1949.0,1940.0,Tajik Soviet Socialist Republic,7.6,0.0,12000.0,,,39.0,70.5
1949-07-23,1949.0,1940.0,Turkey,6.8,0.0,7.0,,,38.6,26.3
1949-08-05,1949.0,1940.0,Ecuador,6.8,0.0,6000.0,,,-1.5,-78.25
1949-08-17,1949.0,1940.0,Turkey,6.8,0.0,437.0,,,39.5,40.6
1949-12-17,1949.0,1940.0,Chile,7.8,0.0,1.0,,,-54.0,-71.0
1949-12-17,1949.0,1940.0,Chile,7.8,0.0,3.0,,,-54.0,-71.0
1949-12-29,1949.0,1940.0,Philippines,7.2,0.0,15.0,,,18.0,121.0
1950-05-21,1950.0,1950.0,Peru,6.0,,120.0,,,-13.5,-72.0
1950-06-19,1950.0,1950.0,Indonesia,6.8,0.0,16.0,,,-6.25,112.0
1950-08-03,1950.0,1950.0,Venezuela,6.8,8.0,100.0,,,10.5,-68.0
1950-08-15,1950.0,1950.0,China,8.6,0.0,3300.0,,,28.5,96.5
1950-12-09,1950.0,1950.0,Chile,7.7,100.0,4.0,,,-23.5,-67.5
1951-07-09,1951.0,1950.0,Mexico,6.2,50.0,1.0,,,16.1,-96.8
1951-08-13,1951.0,1950.0,Turkey,6.7,0.0,50.0,,,40.8,33.4
1951-10-21,1951.0,1950.0,Taiwan,7.5,0.0,68.0,,,23.75,121.5
