Date,Year,Decade,Country,Magnitude,Depth_km,Deaths,Population_Density,Urbanization_Rate,Lat,Long
1995-07-21,1995.0,1990.0,China,5.6,7.4,14.0,128.336621134526,30.961,36.436,103.166
1995-07-30,1995.0,1990.0,Chile,8.0,46.0,3.0,19.5383399772975,84.545,-23.34,-70.253
1995-09-14,1995.0,1990.0,Mexico,7.3,23.0,6.0,46.7411481776795,73.368,16.849,-98.608
1995-10-01,1995.0,1990.0,Turkey,6.4,31.0,101.0,79.2907020256487,62.123,38.077,30.143
1995-10-03,1995.0,1990.0,Ecuador,7.0,24.0,2.0,41.867194047103,57.766,-2.79,-77.823
1995-10-06,1995.0,1990.0,Indonesia,6.7,36.6,84.0,110.339681602146,36.076,-2.007,101.45
1995-10-09,1995.0,1990.0,Mexico,8.0,26.4,58.0,46.7411481776795,73.368,19.053,-104.208
1995-10-23,1995.0,1990.0,China,6.2,14.7,81.0,128.336621134526,30.961,25.947,102.22
1995-11-22,1995.0,1990.0,Saudi Arabia /Egypt,7.2,14.0,10.0,,,28.762,34.808
1995-12-19,1995.0,1990.0,Guatemala,5.3,15.0,1.0,96.2392310563643,43.654,15.175,-90.171
1995-12-19,1995.0,1990.0,Indonesia,6.4,63.0,2.0,110.339681602146,36.076,-3.665,140.263
1996-01-01,1996.0,1990.0,Indonesia,7.9,24.0,10.0,112.170298691191,37.235,0.714,119.905
1996-02-03,1996.0,1990.0,China,6.6,12.2,322.0,129.688982907321,31.916,27.271,100.262
1996-02-17,1996.0,1990.0,Indonesia,8.2,35.8,166.0,112.170298691191,37.235,-0.918,136.973
1996-02-21,1996.0,1990.0,Peru,7.5,15.0,7.0,19.38372734375,71.377,-9.722,-79.868
1996-03-19,1996.0,1990.0,China,6.3,18.9,26.0,129.688982907321,31.916,40.043,76.621
1996-03-28,1996.0,1990.0,Ecuador,5.9,9.0,27.0,42.6634518133218,58.277,-1.031,-78.659
1996-04-29,1996.0,1990.0,Papua New Guinea,7.2,38.0,1.0,10.6288058119507,13.901,-6.518,155.116
1996-05-03,1996.0,1990.0,China,6.0,24.5,26.0,129.688982907321,31.916,40.777,109.713
1996-08-14,1996.0,1990.0,Turkey,5.7,25.8,1.0,80.4946974520224,62.653,40.697,35.293
1996-09-24,1996.0,1990.0,China,5.5,8.2,1.0,129.688982907321,31.916,27.212,100.332
1996-10-09,1996.0,1990.0,Cyprus,6.8,22.0,2.0,95.2694805194805,68.161,34.562,32.143
1996-11-12,1996.0,1990.0,Peru,7.7,21.0,15.0,19.38372734375,71.377,-14.959,-75.562
1997-01-11,1997.0,1990.0,Mexico,7.1,35.0,1.0,48.3660623987242,73.929,18.193,-102.795
1997-01-21,1997.0,1990.0,China,5.9,15.0,12.0,131.023100200996,32.883,39.536,76.879
1997-01-22,1997.0,1990.0,Turkey,5.7,46.1,1.0,81.6664709016021,63.179,36.199,35.902
1997-02-04,1997.0,1990.0,Iran,6.5,15.0,100.0,39.0724465237358,61.853,37.724,57.305
1997-02-27,1997.0,1990.0,Pakistan,7.1,34.9,60.0,184.894930469074,32.348,29.979,68.165
1997-02-28,1997.0,1990.0,Iran,6.1,9.7,1100.0,39.0724465237358,61.853,38.108,48.069
1997-03-01,1997.0,1990.0,China,5.6,19.3,2.0,131.023100200996,32.883,39.45,76.817
1997-03-19,1997.0,1990.0,Pakistan,4.9,15.0,15.0,184.894930469074,32.348,34.79,71.523
1997-04-05,1997.0,1990.0,China,5.9,15.0,9.0,131.023100200996,32.883,39.525,76.83
1997-04-11,1997.0,1990.0,China,6.1,20.0,9.0,131.023100200996,32.883,39.536,76.892
1997-05-10,1997.0,1990.0,Iran,7.2,12.6,1572.0,39.0724465237358,61.853,33.848,59.81
1997-05-13,1997.0,1990.0,Iran,4.5,11.6,1.0,39.0724465237358,61.853,33.399,59.88
1997-05-13,1997.0,1990.0,Afghanistan,6.4,196.0,1.0,28.2907731935054,21.805,36.467,70.968
1997-05-21,1997.0,1990.0,India,5.8,36.0,43.0,336.047733915424,27.028,23.072,80.083
1997-05-21,1997.0,1990.0,Spain,5.3,17.1,1.0,80.2046071600192,76.019,42.83,-7.231
1997-07-09,1997.0,1990.0,Nan,6.9,10.0,81.0,,,10.45,-63.532
1997-07-21,1997.0,1990.0,South Africa,5.0,5.0,15.0,37.6450535409574,55.449,-26.857,26.619
1997-09-26,1997.0,1990.0,Italy,6.0,6.0,14.0,193.432294039645,67.042,43.078,12.781
1997-09-28,1997.0,1990.0,Indonesia,5.8,13.0,20.0,114.00944760622,38.406,-3.773,119.658
1997-10-15,1997.0,1990.0,Chile,7.1,58.0,8.0,20.0831087296848,85.172,-30.878,-71.167
1997-11-06,1997.0,1990.0,Canada,5.1,22.5,1.0,3.33563636079723,78.34,46.771,-71.387
1997-11-21,1997.0,1990.0,India,6.1,54.0,23.0,336.047733915424,27.028,22.26,92.715
1998-01-10,1998.0,1990.0,China,5.7,5.0,70.0,132.286384121395,33.867,41.137,114.523
1998-01-30,1998.0,1990.0,Chile,7.0,42.0,1.0,20.3458613751661,85.477,-23.85,-70.147
1998-02-04,1998.0,1990.0,Afghanistan,5.9,17.6,2323.0,29.3761341857934,21.895,37.08,70.004
1998-02-20,1998.0,1990.0,Afghanistan,6.3,236.0,1.0,29.3761341857934,21.895,36.479,71.074
1998-03-14,1998.0,1990.0,Iran,6.6,13.8,5.0,39.6128705272723,62.588,30.126,57.585
1998-03-26,1998.0,1990.0,Italy,5.4,10.0,1.0,193.487960286967,67.102,43.224,12.919
1998-04-10,1998.0,1990.0,Iran,5.7,7.0,12.0,39.6128705272723,62.588,32.447,60.063
1998-04-12,1998.0,1990.0,Slovenia,5.6,7.5,1.0,98.3927010923535,50.701,46.271,13.653
1998-05-22,1998.0,1990.0,Bolivia,6.6,24.0,105.0,7.67413828117788,60.739,-17.783,-65.401
1998-05-30,1998.0,1990.0,Afghanistan,6.5,35.5,4700.0,29.3761341857934,21.895,37.185,70.075
1998-06-27,1998.0,1990.0,Turkey,6.3,16.0,145.0,82.8117186180372,63.703,36.903,35.325
1998-07-09,1998.0,1990.0,Portugal,6.1,9.0,10.0,111.040393442623,53.086,38.621,-28.566
1998-07-09,1998.0,1990.0,Azerbaijan,5.9,29.0,1.0,95.2317912675107,51.278,38.726,48.525
1998-07-17,1998.0,1990.0,Taiwan,5.7,11.0,5.0,,,23.503,120.711
1998-07-17,1998.0,1990.0,Papua New Guinea,7.0,23.0,2700.0,11.4083601996202,13.549,-2.946,142.52
1998-07-29,1998.0,1990.0,Chile,6.4,51.0,2.0,20.3458613751661,85.477,-32.327,-71.244
1998-08-04,1998.0,1990.0,Ecuador,7.1,20.0,3.0,49.3283298437752,59.291,-0.594,-80.313
1998-08-27,1998.0,1990.0,China,6.3,28.0,3.0,132.286384121395,33.867,39.572,77.298
1998-09-09,1998.0,1990.0,Italy,5.6,10.0,2.0,193.487960286967,67.102,40.0,15.975
1998-09-28,1998.0,1990.0,Indonesia,6.5,151.6,1.0,115.825934410484,39.593,-8.177,112.34
1998-11-13,1998.0,1990.0,Iran,5.4,12.5,5.0,39.6128705272723,62.588,27.791,53.642
1998-11-19,1998.0,1990.0,China,5.6,4.8,6.0,132.286384121395,33.867,27.263,100.955
1998-11-29,1998.0,1990.0,Indonesia,7.7,16.0,41.0,115.825934410484,39.593,-1.939,124.818
1998-12-11,1998.0,1990.0,Afghanistan,5.6,219.0,5.0,29.3761341857934,21.895,36.518,71.0
1999-01-25,1999.0,1990.0,Colombia,6.1,17.0,1900.0,34.6596331680937,73.53,4.444,-75.659
1999-02-11,1999.0,1990.0,Afghanistan,6.0,25.5,70.0,30.49198135627,21.986,34.323,69.165
1999-02-21,1999.0,1990.0,Russia,5.3,41.9,1.0,8.9828041719473,73.354,43.262,46.909
1999-03-04,1999.0,1990.0,Iran,6.6,27.7,1.0,40.1811138534836,63.318,28.271,57.207
1999-03-28,1999.0,1990.0,India,6.5,10.7,100.0,349.195921888611,27.453,30.475,79.401
1999-04-03,1999.0,1990.0,Peru,6.8,85.0,1.0,20.45820625,72.631,-16.602,-72.518
1999-04-22,1999.0,1990.0,South Africa,5.7,6.5,2.0,38.5217378760026,56.411,-27.953,26.679
1999-05-06,1999.0,1990.0,Iran,6.2,16.3,26.0,40.1811138534836,63.318,29.519,51.907
1999-06-04,1999.0,1990.0,Azerbaijan,5.4,14.0,1.0,96.5207665800133,51.185,40.767,47.483
1999-06-15,1999.0,1990.0,Mexico,6.9,63.0,20.0,49.9579243293295,74.441,18.381,-97.445
1999-07-11,1999.0,1990.0,Guatemala,6.7,15.0,2.0,106.59728443449,44.995,15.791,-88.285
1999-07-22,1999.0,1990.0,Bangladesh,5.2,25.0,6.0,1014.88872243989,23.202,21.658,91.933
1999-08-10,1999.0,1990.0,Iran,4.5,20.0,1.0,40.1811138534836,63.318,36.157,54.648
1999-08-17,1999.0,1990.0,Turkey,7.6,13.3,17127.0,83.9259423359277,64.223,40.773,30.003
1999-08-31,1999.0,1990.0,Turkey,5.1,8.4,1.0,83.9259423359277,64.223,40.767,29.912
1999-09-07,1999.0,1990.0,Greece,6.0,10.0,143.0,83.4887354538402,72.597,38.119,23.598
1999-09-13,1999.0,1990.0,Turkey,5.8,13.0,7.0,83.9259423359277,64.223,40.736,30.089
1999-09-20,1999.0,1990.0,Taiwan,7.7,21.0,2413.0,,,23.819,120.877
1999-09-25,1999.0,1990.0,Taiwan,6.5,17.0,5.0,,,23.813,121.087
1999-09-29,1999.0,1990.0,Turkey,5.2,7.6,1.0,83.9259423359277,64.223,40.736,29.35
1999-09-30,1999.0,1990.0,Mexico,7.4,40.0,35.0,49.9579243293295,74.441,16.055,-96.905
1999-10-22,1999.0,1990.0,Taiwan,5.8,14.0,1.0,,,23.531,120.443
1999-11-07,1999.0,1990.0,Turkey,4.9,16.0,1.0,83.9259423359277,64.223,40.695,30.724
1999-11-11,1999.0,1990.0,Turkey,5.6,10.0,3.0,83.9259423359277,64.223,40.74,30.247
1999-11-12,1999.0,1990.0,Turkey,7.2,12.8,894.0,83.9259423359277,64.223,40.803,31.219
1999-11-24,1999.0,1990.0,China,5.0,15.0,1.0,133.436760709953,34.865,24.586,102.845
1999-11-26,1999.0,1990.0,Vanuatu,7.4,33.0,12.0,14.9342083675144,21.382,-16.316,168.239
1999-12-03,1999.0,1990.0,Turkey,5.7,6.4,1.0,83.9259423359277,64.223,40.482,42.354
1999-12-11,1999.0,1990.0,Philippines,7.2,40.0,6.0,260.768209410739,46.22,15.779,119.776
1999-12-15,1999.0,1990.0,Philippines,4.8,16.2,1.0,260.768209410739,46.22,11.296,124.516
1999-12-21,1999.0,1990.0,Indonesia,6.4,42.0,5.0,117.580147606772,40.792,-6.823,105.498
1999-12-22,1999.0,1990.0,Algeria,5.6,2.3,24.0,12.7949960952917,59.118,35.21,-1.316
2000-01-14,2000.0,2000.0,China,5.5,13.6,7.0,134.492481002789,35.877,25.549,101.118
2000-01-14,2000.0,2000.0,China,5.9,24.9,7.0,134.492481002789,35.877,25.567,101.071
2000-01-26,2000.0,2000.0,China,4.9,35.0,1.0,134.492481002789,35.877,24.148,103.654
2000-02-02,2000.0,2000.0,Iran,5.3,22.7,1.0,40.778665365063,64.042,35.238,58.213
2000-05-04,2000.0,2000.0,Indonesia,7.5,26.0,46.0,115.08687262286,42.002,-1.14,123.522
2000-05-07,2000.0,2000.0,Turkey,4.5,5.0,1.0,85.0096293023921,64.741,38.164,38.777
2000-05-12,2000.0,2000.0,Argentina,7.2,225.0,1.0,13.5981729753827,89.142,-23.754,-66.777
2000-05-17,2000.0,2000.0,Taiwan,5.4,15.0,3.0,,,24.167,121.078
2000-06-04,2000.0,2000.0,Indonesia,7.9,33.8,103.0,115.08687262286,42.002,-4.76,102.031
2000-06-05,2000.0,2000.0,Indonesia,5.5,47.0,1.0,115.08687262286,42.002,-4.151,101.953
2000-06-06,2000.0,2000.0,Turkey,6.0,7.0,2.0,85.0096293023921,64.741,40.737,33.005
2000-06-07,2000.0,2000.0,Indonesia,6.7,32.0,1.0,115.08687262286,42.002,-4.651,101.848
2000-06-10,2000.0,2000.0,Taiwan,6.4,19.0,2.0,,,23.868,121.181
2000-07-01,2000.0,2000.0,Japan,6.1,12.5,1.0,347.991769547325,78.649,34.222,139.171
2000-07-06,2000.0,2000.0,Nicaragua,5.4,15.0,7.0,41.7370201096892,55.185,11.928,-86.066
2000-07-07,2000.0,2000.0,Turkey,4.2,7.8,1.0,85.0096293023921,64.741,40.857,29.344
2000-07-17,2000.0,2000.0,Afghanistan,6.3,135.0,2.0,30.8638471091486,22.078,36.245,70.943
2000-08-21,2000.0,2000.0,China,4.9,5.4,1.0,134.492481002789,35.877,25.726,102.24
2000-09-20,2000.0,2000.0,Ecuador,5.5,40.0,1.0,51.0919874375906,60.299,-1.946,-80.522
2000-10-02,2000.0,2000.0,Tanzania,6.4,34.0,1.0,38.6770591555656,22.309,-7.965,30.806
2000-11-08,2000.0,2000.0,Colombia,6.5,17.0,2.0,35.2320270392068,73.957,7.091,-77.811
2000-11-10,2000.0,2000.0,Algeria,5.7,7.0,2.0,12.9753428165963,59.919,36.437,4.838
2000-11-16,2000.0,2000.0,Papua New Guinea,8.0,27.6,2.0,12.2268780638608,13.204,-3.996,152.268
2000-11-25,2000.0,2000.0,Azerbaijan,6.8,51.6,31.0,97.434779976999,51.386,40.198,49.929
2000-11-25,2000.0,2000.0,Azerbaijan,6.5,52.9,,97.434779976999,51.386,40.161,49.912
2000-12-06,2000.0,2000.0,Turkmenistan,7.0,30.6,11.0,9.75182899580789,45.913,39.532,54.801
2000-12-15,2000.0,2000.0,Turkey,6.0,12.0,6.0,85.0096293023921,64.741,38.451,31.265
2001-01-13,2001.0,2000.0,El Salvador,7.6,38.0,852.0,288.033783783784,59.464,13.076,-88.702
2001-01-26,2001.0,2000.0,India,7.6,23.3,20023.0,362.539418940599,27.918,23.402,70.287
2001-02-13,2001.0,2000.0,El Salvador,6.6,11.0,315.0,288.033783783784,59.464,13.6,-89.001
2001-02-17,2001.0,2000.0,El Salvador,5.1,10.0,1.0,288.033783783784,59.464,13.787,-89.106
2001-02-23,2001.0,2000.0,China,5.6,7.0,3.0,135.473048750848,37.093,29.459,101.079
2001-02-28,2001.0,2000.0,United States,6.8,54.0,1.0,31.1036283879362,79.234,47.09,-122.581
2001-03-24,2001.0,2000.0,Japan,6.8,42.0,2.0,348.831275720165,79.99,34.108,132.54
2001-04-12,2001.0,2000.0,China,5.6,10.1,2.0,135.473048750848,37.093,24.806,99.051
2001-05-23,2001.0,2000.0,China,5.4,2.1,2.0,135.473048750848,37.093,27.619,100.901
2001-06-01,2001.0,2000.0,Afghanistan,5.0,44.5,4.0,31.099929472732,22.169,35.105,69.324
2001-06-21,2001.0,2000.0,France,4.2,1.0,1.0,112.067339704548,76.127,49.147,6.87
2001-06-23,2001.0,2000.0,Peru,8.4,33.7,145.0,21.06609453125,73.448,-16.385,-73.505
2001-07-07,2001.0,2000.0,Peru,7.6,14.1,1.0,21.06609453125,73.448,-17.532,-71.931
2001-07-17,2001.0,2000.0,Italy,4.7,5.7,4.0,192.663618717833,67.282,46.723,11.234
2001-07-24,2001.0,2000.0,Chile,6.3,13.4,1.0,21.0937108288547,86.363,-19.558,-69.234
2001-08-09,2001.0,2000.0,Peru,5.8,9.6,4.0,21.06609453125,73.448,-14.348,-72.68
2001-10-27,2001.0,2000.0,China,5.5,5.8,1.0,135.473048750848,37.093,26.289,100.586
2001-12-04,2001.0,2000.0,Peru,5.8,41.4,2.0,21.06609453125,73.448,-15.353,-72.435
2002-01-09,2002.0,2000.0,Tajikistan,5.2,28.6,3.0,46.6681123178051,26.505,38.644,69.844
2002-01-10,2002.0,2000.0,Papua New Guinea,6.7,11.0,1.0,13.0813121052864,13.164,-3.264,142.447
2002-01-21,2002.0,2000.0,Democratic Republic Of The Congo,5.1,11.6,45.0,,,-1.77,28.996
2002-01-21,2002.0,2000.0,Turkey,4.8,27.5,1.0,87.1182191442641,65.974,38.633,27.887
2002-01-22,2002.0,2000.0,Greece,6.2,88.0,1.0,84.5773622963538,73.303,35.624,26.645
2002-02-03,2002.0,2000.0,Turkey,6.5,5.0,44.0,87.1182191442641,65.974,38.527,31.227
2002-02-17,2002.0,2000.0,Iran,5.3,16.4,1.0,41.7565000368378,65.468,28.089,51.792
2002-03-03,2002.0,2000.0,Afghanistan,7.3,204.0,166.0,32.77696058139,22.261,36.508,70.503
2002-03-05,2002.0,2000.0,Philippines,7.5,31.0,15.0,278.59573062347,45.965,6.028,124.218
2002-03-25,2002.0,2000.0,Afghanistan,6.1,10.5,1000.0,32.77696058139,22.261,36.051,69.21
2002-03-27,2002.0,2000.0,Afghanistan,5.6,9.1,,32.77696058139,22.261,36.053,69.248
2002-03-31,2002.0,2000.0,Taiwan,7.1,34.0,5.0,,,24.3,122.142
2002-04-01,2002.0,2000.0,Papua New Guinea,5.3,81.4,36.0,13.0813121052864,13.164,-6.231,147.545
2002-04-12,2002.0,2000.0,Afghanistan,5.8,7.8,50.0,32.77696058139,22.261,35.988,69.296
2002-04-22,2002.0,2000.0,Peru,4.4,64.9,1.0,21.31891953125,73.85,-12.428,-76.578
2002-04-24,2002.0,2000.0,Serbia,5.7,8.0,1.0,,53.215,42.42,21.533
2002-04-24,2002.0,2000.0,Iran,5.4,25.0,2.0,41.7565000368378,65.468,34.602,47.401
2002-04-25,2002.0,2000.0,Georgia,4.8,34.8,6.0,69.6055670247384,52.441,41.767,44.857
2002-05-15,2002.0,2000.0,Taiwan,6.1,16.7,1.0,,,24.668,121.868
2002-05-18,2002.0,2000.0,Tanzania,5.5,9.8,2.0,40.7781711447279,23.044,-2.919,33.738
2002-06-22,2002.0,2000.0,Iran,6.5,11.0,261.0,41.7565000368378,65.468,35.597,49.02
2002-09-06,2002.0,2000.0,Italy,5.9,13.0,2.0,192.950740232248,67.382,38.335,13.728
2002-09-08,2002.0,2000.0,Papua New Guinea,7.6,13.0,4.0,13.0813121052864,13.164,-3.262,142.94
2002-09-13,2002.0,2000.0,India,6.5,15.0,2.0,369.165905979773,28.244,13.013,93.093
2002-10-10,2002.0,2000.0,Indonesia,7.5,16.0,8.0,118.288280970792,43.568,-1.7,134.23
2002-10-24,2002.0,2000.0,Democratic Republic Of The Congo,6.2,11.0,2.0,,,-1.962,29.013
2002-10-31,2002.0,2000.0,Italy,5.7,5.7,30.0,192.950740232248,67.382,41.738,14.852
2002-11-01,2002.0,2000.0,Pakistan,5.3,27.5,17.0,211.735353102947,33.38,35.393,74.627
2002-11-02,2002.0,2000.0,Indonesia,7.2,30.0,3.0,118.288280970792,43.568,2.837,96.088
2002-11-03,2002.0,2000.0,Pakistan,5.3,15.7,,211.735353102947,33.38,35.348,74.595
2002-11-20,2002.0,2000.0,Pakistan,6.3,14.8,19.0,211.735353102947,33.38,35.337,74.556
2002-12-14,2002.0,2000.0,China,5.5,5.0,2.0,136.383779609948,38.425,39.754,97.391
2003-01-21,2003.0,2000.0,Guatemala,6.4,24.0,1.0,116.889156401642,46.318,13.623,-90.85
2003-01-22,2003.0,2000.0,Mexico,7.5,24.0,29.0,52.9738496360503,75.682,18.9,-104.063
2003-01-27,2003.0,2000.0,Turkey,6.0,16.1,1.0,88.1355066720372,66.602,39.503,39.851
2003-02-24,2003.0,2000.0,China,6.3,14.0,268.0,137.235919250104,39.776,39.515,77.204
2003-02-25,2003.0,2000.0,China,5.3,18.7,5.0,137.235919250104,39.776,39.402,77.358
2003-03-25,2003.0,2000.0,Indonesia,6.4,34.0,4.0,119.864570212072,44.356,-8.339,120.606
2003-03-29,2003.0,2000.0,Afghanistan,5.8,110.0,1.0,34.8543443263879,22.353,35.907,70.55
2003-05-01,2003.0,2000.0,Turkey,6.3,14.0,177.0,88.1355066720372,66.602,38.97,40.458
2003-05-04,2003.0,2000.0,China,5.8,10.0,1.0,137.235919250104,39.776,39.305,77.142
2003-05-21,2003.0,2000.0,Algeria,6.8,12.0,2266.0,13.5093746588628,62.284,36.88,3.694
2003-05-22,2003.0,2000.0,Kazakhstan,5.5,35.0,3.0,5.83301107530466,56.317,42.954,72.763
2003-05-26,2003.0,2000.0,Indonesia,6.9,31.0,1.0,119.864570212072,44.356,2.349,128.879
2003-05-27,2003.0,2000.0,Algeria,5.7,8.0,9.0,13.5093746588628,62.284,36.865,3.592
2003-06-24,2003.0,2000.0,Iran,4.6,15.0,1.0,42.2218988678504,66.172,33.024,49.463
2003-07-10,2003.0,2000.0,Iran,5.7,8.0,1.0,42.2218988678504,66.172,28.311,54.165
2003-07-21,2003.0,2000.0,China,5.9,35.0,16.0,137.235919250104,39.776,25.958,101.26
2003-07-26,2003.0,2000.0,Bangladesh,5.6,35.0,2.0,1082.97112237843,25.429,22.868,92.317
2003-07-27,2003.0,2000.0,Bangladesh,4.3,10.0,,1082.97112237843,25.429,22.743,92.168
2003-07-27,2003.0,2000.0,Bangladesh,5.4,35.0,,1082.97112237843,25.429,22.836,92.316
2003-08-16,2003.0,2000.0,China,5.4,23.3,4.0,137.235919250104,39.776,43.779,119.718
2003-09-21,2003.0,2000.0,Myanmar,6.6,10.0,10.0,71.406787648805,27.575,19.917,95.672
2003-09-22,2003.0,2000.0,Dominican Republic,6.4,14.0,3.0,185.895673773546,64.605,19.766,-70.693
2003-09-25,2003.0,2000.0,Japan,8.3,27.0,2.0,350.39231824417,83.196,41.864,143.878
2003-09-27,2003.0,2000.0,Russia,7.3,12.3,3.0,8.83027865243716,73.373,50.031,87.817
2003-10-16,2003.0,2000.0,China,5.6,35.0,3.0,137.235919250104,39.776,25.882,101.256
2003-10-25,2003.0,2000.0,China,5.8,12.0,9.0,137.235919250104,39.776,38.386,100.978
2003-10-25,2003.0,2000.0,China,5.8,13.5,,137.235919250104,39.776,38.371,100.994
2003-11-13,2003.0,2000.0,China,5.1,35.0,1.0,137.235919250104,39.776,34.713,103.865
2003-11-14,2003.0,2000.0,China,5.6,35.0,4.0,137.235919250104,39.776,27.462,103.974
2003-11-18,2003.0,2000.0,Philippines,6.5,35.0,1.0,284.172904718785,45.88,12.113,125.416
2003-12-01,2003.0,2000.0,Kazakhstan,6.0,17.0,11.0,5.83301107530466,56.317,42.885,80.546
2003-12-22,2003.0,2000.0,United States,6.6,16.0,2.0,31.6645346171981,79.583,35.629,-121.075
2003-12-25,2003.0,2000.0,Panama,6.5,34.0,2.0,42.9083535108959,63.091,8.369,-82.842
2003-12-26,2003.0,2000.0,Iran,6.6,6.0,31000.0,42.2218988678504,66.172,28.95,58.268
2004-01-01,2004.0,2000.0,Indonesia,5.8,45.4,1.0,121.397785588322,45.149,-8.349,115.758
2004-02-05,2004.0,2000.0,Indonesia,7.0,23.0,37.0,121.397785588322,45.149,-3.661,135.597
2004-02-14,2004.0,2000.0,Pakistan,5.4,11.0,24.0,222.195413034454,33.781,34.751,73.178
2004-02-14,2004.0,2000.0,Pakistan,5.3,11.0,,222.195413034454,33.781,34.772,73.169
2004-02-16,2004.0,2000.0,Indonesia,5.0,12.7,5.0,121.397785588322,45.149,-0.516,100.548
2004-02-24,2004.0,2000.0,Burundi,4.7,15.7,3.0,284.682866043614,9.139,-3.36,29.446
2004-02-24,2004.0,2000.0,Morocco,6.3,8.0,631.0,67.1140891776832,54.644,35.184,-3.985
2004-02-25,2004.0,2000.0,Morocco,5.2,7.2,,67.1140891776832,54.644,35.225,-4.08
2004-02-26,2004.0,2000.0,Morocco,4.9,18.3,,67.1140891776832,54.644,35.246,-4.178
2004-03-01,2004.0,2000.0,Turkey,3.8,5.0,6.0,89.1241466678794,67.225,38.058,38.277
2004-03-07,2004.0,2000.0,Morocco,5.1,34.6,,67.1140891776832,54.644,35.174,-4.161
2004-03-25,2004.0,2000.0,Turkey,5.6,56.3,10.0,89.1241466678794,67.225,39.804,40.721
2004-04-05,2004.0,2000.0,Afghanistan,6.5,175.0,3.0,36.1232295355933,22.5,36.48,71.042
2004-05-01,2004.0,2000.0,Taiwan,5.2,27.3,2.0,,,24.058,121.6
2004-05-08,2004.0,2000.0,Pakistan,4.5,35.0,1.0,222.195413034454,33.781,30.167,67.068
2004-05-28,2004.0,2000.0,Iran,6.3,26.7,35.0,43.1348485964783,66.869,36.257,51.565
2004-07-01,2004.0,2000.0,Turkey,5.1,27.1,18.0,89.1241466678794,67.225,39.735,43.908
2004-07-12,2004.0,2000.0,Slovenia,5.2,7.3,1.0,99.156504468719,51.308,46.305,13.628
2004-07-18,2004.0,2000.0,New Zealand,5.4,2.4,1.0,15.5235274011621,86.281,-38.013,176.432
2004-07-18,2004.0,2000.0,Afghanistan,5.2,5.7,2.0,36.1232295355933,22.5,33.344,69.479
2004-07-30,2004.0,2000.0,Turkey,4.8,20.0,1.0,89.1241466678794,67.225,39.69,43.935
2004-08-10,2004.0,2000.0,China,5.3,13.2,4.0,138.053436689892,41.144,27.318,103.917
2004-08-11,2004.0,2000.0,Turkey,5.6,4.5,1.0,89.1241466678794,67.225,38.347,39.232
2004-09-07,2004.0,2000.0,Argentina,6.1,13.0,1.0,14.1835268152403,89.86,-28.568,-65.85
2004-09-15,2004.0,2000.0,Indonesia,5.3,96.7,1.0,121.397785588322,45.149,-8.784,115.325
2004-10-23,2004.0,2000.0,Japan,6.6,16.0,68.0,350.510288065844,84.64,37.23,138.801
2004-11-11,2004.0,2000.0,Indonesia,7.5,13.0,34.0,121.397785588322,45.149,-8.166,124.764
2004-11-20,2004.0,2000.0,Costa Rica,6.4,16.0,8.0,82.257696827262,64.388,9.623,-84.165
2004-11-21,2004.0,2000.0,Guadeloupe,6.3,14.0,1.0,,,15.679,-61.724
2004-11-26,2004.0,2000.0,Indonesia,7.1,24.0,32.0,121.397785588322,45.149,-3.615,135.45
2004-12-01,2004.0,2000.0,Indonesia,5.5,7.2,1.0,121.397785588322,45.149,-3.689,135.604
2004-12-26,2004.0,2000.0,Indonesia,9.1,30.0,297200.0,121.397785588322,45.149,3.287,95.972
2005-01-23,2005.0,2000.0,Indonesia,6.2,38.1,1.0,122.966345480392,45.942,-1.196,119.91
2005-01-25,2005.0,2000.0,Turkey,5.9,40.6,2.0,90.0816717123813,67.84,37.603,43.691
2005-02-02,2005.0,2000.0,Indonesia,4.8,57.2,1.0,122.966345480392,45.942,-7.004,107.816
2005-02-05,2005.0,2000.0,Philippines,7.1,522.1,2.0,295.187181809035,45.71,5.321,123.338
2005-02-22,2005.0,2000.0,Iran,6.4,7.0,612.0,44.1000853409956,67.558,30.691,56.794
2005-03-09,2005.0,2000.0,South Africa,5.0,13.0,2.0,40.796670486114,59.536,-26.889,26.775
2005-03-20,2005.0,2000.0,Japan,6.6,10.7,1.0,350.543209876543,85.978,33.802,130.209
2005-03-28,2005.0,2000.0,Indonesia,8.6,22.0,1313.0,122.966345480392,45.942,2.069,97.097
2005-05-03,2005.0,2000.0,Iran,4.9,27.1,4.0,44.1000853409956,67.558,33.655,48.669
2005-06-04,2005.0,2000.0,Papua New Guinea,6.1,44.0,1.0,14.4325067349733,13.109,-6.355,146.846
2005-06-13,2005.0,2000.0,Chile,7.8,105.2,11.0,21.9879951367258,86.783,-20.007,-69.198
2005-07-05,2005.0,2000.0,South Africa,2.7,5.0,1.0,40.796670486114,59.536,-26.468,27.435
2005-07-25,2005.0,2000.0,China,5.0,43.3,1.0,138.867766063821,42.522,46.884,125.03
2005-09-26,2005.0,2000.0,Peru,7.5,120.9,5.0,21.954046875,75.034,-5.721,-76.414
2005-10-08,2005.0,2000.0,Pakistan,7.6,23.1,87351.0,227.601198630137,33.982,34.465,73.584
2005-10-15,2005.0,2000.0,Pakistan,5.2,11.6,2.0,227.601198630137,33.982,33.977,73.929
2005-10-20,2005.0,2000.0,Turkey,5.8,7.7,1.0,90.0816717123813,67.84,38.158,26.753
